CaptureDate,PlotName,CaptureTime,Recap,BandPrefixNumber,BandSuffixNumber,ColorBands,Age,Sex,FatScore,ConcTRIG,TRIG.issues,BurnTreatment,GrazingTreatment,timeperiod,CaptureYear,yearSinceBurn,MeanDensity,MeanEdibleMass
5/21/14,C3SB,9:20,FALSE,1831,10287,YP-SY,AHY,M,0,1.324149,FALSE,3,Cattle,Early,2014,1,7.25,2.341138
5/21/14,C3SB,9:30,TRUE,1831,10560,AG-SR,ASY,M,3,-999,FALSE,3,Cattle,Early,2014,1,7.25,2.341138
5/22/14,C3C,9:35,FALSE,1831,10295,GS-KK,AHY,M,1,1.519518,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/23/14,C3C,8:50,FALSE,1320,83994,SD-WW,AHY,M,0,-999,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/23/14,C3C,7:10,FALSE,1320,83993,SY-OG,AHY,M,0,-999,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/25/14,C3B,11:51,FALSE,1831,10294,KA-OS,AHY,F,0,-999,FALSE,3,Cattle,Early,2014,0,2,2.592033333
5/25/14,C3B,11:15,TRUE,1320,83989,RD-SK,AHY,M,0,1.145531,FALSE,3,Cattle,Early,2014,0,2,2.592033333
5/26/14,C3A,9:44,FALSE,1320,83995,SY-YO,AHY,M,0,-999,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/26/14,C3C,8:31,FALSE,1831,10296,SO-KW,AHY,M,0,0.667091,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/26/14,C3C,9:18,FALSE,1831,10297,DS-BY,AHY,M,0,0.960534,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/26/14,C3C,10:50,FALSE,1831,10298,BS-KG,AHY,M,0,1.356045,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/26/14,C3C,11:30,FALSE,1831,10299,WR-RS,AHY,M,1,0.67985,FALSE,3,Cattle,Early,2014,2,8.166666667,2.253154667
5/27/14,C1A,8:15,FALSE,1320,83996,SD-DK,AHY,M,2,-999,FALSE,1,Cattle,Early,2014,0,NA,NA
5/28/14,C3A,7:31,FALSE,1831,10772,AK-SW,AHY,F,0,2.015715,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,6:28,FALSE,1831,10300,SB-YK,AHY,M,1,1.127784,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,10:30,TRUE,1831,10256,SK-KK,AHY,M,0,0.99243,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,12:08,TRUE,1831,10266,KY-PS,AHY,M,2,2.472405,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,12:08,FALSE,1831,10781,SK-BK,AHY,F,1,2.498853,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,13:10,FALSE,1831,10782,WG-SG,AHY,M,3,1.715385,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,9:48,FALSE,1831,10779,BP-SR,AHY,M,0,1.828106,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,9:06,FALSE,1831,10778,YO-SR,AHY,M,0,0.941397,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,10:25,FALSE,1831,10780,GS-BY,AHY,M,1,2.096032,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,7:33,FALSE,1831,10776,YS-GR,AHY,M,0,0.742579,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/28/14,C3A,8:25,FALSE,1831,10777,OS-GO,AHY,M,2,0.873157,FALSE,3,Cattle,Early,2014,1,3.666666667,7.64407
5/30/14,C3A,11:52,FALSE,1831,10787,PG-SR,AHY,M,1,2.91257,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/30/14,C3A,10:40,FALSE,1831,10786,AA-AS,AHY,F,0,1.024326,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/30/14,C3A,10:35,FALSE,1831,10785,GB-WS,AHY,M,0,1.132773,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/30/14,C3A,8:55,TRUE,1831,10263,PY-DS,AHY,M,0,0.579357,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/30/14,C3A,8:00,FALSE,1831,10784,BS-WB,AHY,F,0,-999,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/30/14,C3A,6:42,FALSE,1831,10783,KG-OS,AHY,M,1,1.532576,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
5/31/14,2D,12:58,FALSE,1831,10791,GK-SP,AHY,M,1,1.581648,FALSE,2,None,Mid,2014,1,2,1.554108667
5/31/14,2D,13:30,FALSE,1831,10792,WS-AA,AHY,F,0,-999,FALSE,2,None,Mid,2014,1,2,1.554108667
5/31/14,C3B,9:30,TRUE,1831,10673,OR-KS,SY,M,0,1.745716,FALSE,3,Cattle,Mid,2014,0,2,4.49848
5/31/14,C3SB,10:44,FALSE,1831,10790,AB-AS,AHY,F,0,2.276455,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
5/31/14,C3SC,8:00,FALSE,1831,10788,KR-SK,AHY,M,0,1.024326,FALSE,3,Cattle,Mid,2014,2,5.25,2.240921333
5/31/14,C3SC,7:57,FALSE,1831,10789,SB-GB,AHY,M,0,0.861239,FALSE,3,Cattle,Mid,2014,2,5.25,2.240921333
6/2/14,C3A,8:20,TRUE,1831,10300,SB-YK,AHY,M,1,1.187823,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
6/2/14,C3A,11:10,FALSE,1320,83997,SY-OY,AHY,F,0,1.740268,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
6/2/14,C3A,11:45,TRUE,1831,10513,SW-GY,ASY,M,0,1.843484,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
6/2/14,C3B,7:10,FALSE,1831,10793,OS-DR,AHY,M,0,1.201011,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,7:50,FALSE,1831,10794,GG-WS,AHY,M,0,1.326712,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,10:40,TRUE,1831,10532,YS-YR,ASY,M,0,1.312746,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,9:08,FALSE,1831,10795,PO-SP,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,12:07,FALSE,1831,10797,OS-DO,AHY,M,1,1.983152,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,12:09,FALSE,1831,10798,RR-DS,AHY,M,2,1.006379,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/2/14,C3B,9:32,FALSE,1831,10796,YD-SG,AHY,M,4,2.445212,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/3/14,1D,8:00,FALSE,1320,83998,SY-RG,AHY,M,0,-999,FALSE,1,None,Mid,2014,0,NA,NA
6/4/14,COA,9:00,FALSE,1831,10402,DS-RY,AHY,M,0,1.60202,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,7:15,FALSE,1831,10799,PR-DS,AHY,M,0,1.676789,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,8:17,FALSE,1831,10401,KB-SW,AHY,M,0,1.262684,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,9:08,FALSE,1831,10403,WY-SO,AHY,M,0,1.251828,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,10:21,FALSE,1831,10404,SR-KG,AHY,M,0,1.166642,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,11:45,FALSE,1831,10405,SG-DG,AHY,M,1,1.60202,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,12:38,FALSE,1831,10406,PS-BY,AHY,M,0,1.796824,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/4/14,COA,7:45,FALSE,1831,10800,AA-BS,AHY,F,0,14.62649,FALSE,1,Cattle,Mid,2014,0,4,5.01237
6/6/14,C3SB,14:00,FALSE,1831,10815,NA,HY,U,-9,3.063513,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/6/14,N2B,10:45,FALSE,1831,10412,AA-WS,AHY,F,0,1.09553,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,11:50,FALSE,1831,10417,KW-SD,AHY,M,2,1.218696,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,13:20,FALSE,1831,10418,RK-GS,AHY,M,1,1.743456,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,13:33,FALSE,1831,10419,DS-OG,AHY,M,2,1.587991,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,8:32,FALSE,1831,10410,SD-GA,AHY,M,0,1.340625,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,8:26,FALSE,1831,10409,WY-OS,AHY,M,0,1.114205,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,14:20,FALSE,1831,10420,AB-BS,AHY,F,1,3.915762,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,9:40,FALSE,1831,10411,RB-RS,AHY,M,0,1.545464,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,6:30,FALSE,1831,10407,SB-KP,AHY,M,1,1.02349,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/6/14,N2B,7:40,FALSE,1831,10408,RK-SP,AHY,M,0,1.302569,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/8/14,C3C,9:45,FALSE,1831,10424,DA-AS,AHY,F,0,2.651448,FALSE,3,Cattle,Mid,2014,2,6.5,3.558937
6/8/14,C3C,7:57,FALSE,1831,10421,OK-KS,AHY,M,0,1.048861,FALSE,3,Cattle,Mid,2014,2,6.5,3.558937
6/8/14,C3SB,11:08,FALSE,1831,10425,PO-DS,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/8/14,C3SB,13:15,FALSE,1831,10432,WS-KK,AHY,F,0,1.63344,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/8/14,C3SB,14:31,FALSE,1831,10433,AS-BB,AHY,F,2,1.909936,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/8/14,C3SB,15:00,FALSE,1831,10437,PG-DS,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/9/14,C3C,12:36,FALSE,1831,10819,NA,HY,U,-9,1.220114,FALSE,3,Cattle,Mid,2014,2,6.5,3.558937
6/10/14,C3C,10:35,TRUE,1831,10247,PS-GD,AHY,M,1,1.771929,FALSE,3,Cattle,Mid,2014,2,6.5,3.558937
6/10/14,K1B,12:15,FALSE,1831,10444,GW-RS,AHY,M,3,2.127998,FALSE,1,None,Mid,2014,0,0,8.755054667
6/11/14,N1A,7:00,FALSE,1831,10445,GS-WY,AHY,M,0,0.595655,FALSE,1,Bison,Mid,2014,0,0.333333333,10.74580967
6/11/14,N2B,9:06,FALSE,1831,10446,PY-KS,AHY,M,1,2.76139,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/11/14,N2B,10:35,FALSE,1831,10447,OK-AS,AHY,M,0,1.49285,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/11/14,N2B,11:50,FALSE,1831,10448,DS-DY,AHY,M,0,1.281536,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/11/14,N2B,13:35,FALSE,1831,10449,SY-AR,AHY,M,1,2.431508,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/11/14,N2B,14:10,FALSE,1831,10450,WK-SK,AHY,F,1,1.545464,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/12/14,2D,11:18,FALSE,1831,10891,WW-SY,AHY,F,0,1.784614,FALSE,2,None,Mid,2014,1,2,1.554108667
6/12/14,C3SC,7:52,FALSE,1831,10892,GG-SY,AHY,F,0.5,1.195774,FALSE,3,Cattle,Mid,2014,2,5.25,2.240921333
6/12/14,C3SC,7:05,FALSE,1831,10893,YD-SY,AHY,M,0,1.75912,FALSE,3,Cattle,Mid,2014,2,5.25,2.240921333
6/13/14,C3B,11:40,FALSE,1831,10453,SB-PR,AHY,M,1,-999,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/13/14,C3B,7:30,TRUE,1831,10234,YD-AS,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/13/14,C3B,10:05,FALSE,1831,10451,WB-BS,AHY,F,0,-999,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/13/14,C3B,10:25,FALSE,1831,10452,GS-WD,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,0,2,4.49848
6/13/14,C3C,7:45,TRUE,1831,10233,RW-GS,AHY,F,0,-999,FALSE,3,Cattle,Mid,2014,2,6.5,3.558937
6/13/14,COB,13:05,FALSE,1831,10454,WK-YS,AHY,M,0,-999,FALSE,1,Cattle,Mid,2014,0,6.75,9.950415333
6/13/14,COB,14:07,TRUE,1831,10503,KD-SY,ASY,M,0,-999,FALSE,1,Cattle,Mid,2014,0,6.75,9.950415333
6/16/14,C3SB,9:00,FALSE,1831,10457,RB-SR,AHY,M,0,-999,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/16/14,C3SB,10:35,FALSE,1831,10456,AW-AS,AHY,F,1,1.619704,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/16/14,C3SB,11:40,FALSE,1831,10458,KY-BS,AHY,F,2,2.000266,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/16/14,C3SB,7:57,FALSE,1831,10455,BW-BS,AHY,F,1,1.426068,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/16/14,C3SB,6:40,TRUE,1831,10425,PO-DS,AHY,M,1,0.953721,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/16/14,C3SB,8:20,TRUE,1831,10535,GS-KD,ASY,M,0,0.866792,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/20/14,C1A,7:10,FALSE,1320,84000,SY-OR,AHY,M,1,-999,FALSE,1,Cattle,Mid,2014,0,NA,NA
6/20/14,C3A,12:20,FALSE,1831,10870,KK-DS,AHY,F,2,1.306672,FALSE,3,Cattle,Mid,2014,1,4.625,9.907681667
6/20/14,C3SB,10:05,TRUE,1831,10458,KY-BS,AHY,F,-9,1.859664,FALSE,3,Cattle,Mid,2014,1,3.75,4.103560333
6/20/14,N2B,8:00,TRUE,1831,10447,OK-AS,AHY,M,0,1.473822,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/20/14,N2B,8:02,FALSE,1831,10871,OW-WS,AHY,F,0.5,3.268806,FALSE,2,Bison,Mid,2014,1,5.833333333,8.390132333
6/22/14,C3A,8:10,FALSE,1821,15358,SY-GG,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/23/14,C3A,7:00,TRUE,1831,10260,RR-RS,AHY,M,-9,0.904496,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/23/14,C3A,8:10,TRUE,1821,15358,SY-GG,AHY,M,0.5,0.829088,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/24/14,C3A,7:20,FALSE,1831,10868,KG-DS,AHY,M,0.5,0.992472,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/24/14,C3A,7:40,FALSE,1831,10867,YO-WS,AHY,M,0,1.438636,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/24/14,C3A,6:40,FALSE,1831,10869,WP-SY,AHY,F,0,1.00504,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/24/14,C3A,7:50,FALSE,1831,10866,RR-WS,AHY,M,0,1.16303,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/24/14,C3A,8:21,FALSE,1831,10865,OO-WS,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
6/26/14,2D,6:40,FALSE,1831,10821,PO-WS,AHY,M,1,-999,FALSE,2,None,Late,2014,1,3.5,2.416601667
6/26/14,2D,6:48,FALSE,1831,10822,DR-SY,AHY,F,1.5,1.218696,FALSE,2,None,Late,2014,1,3.5,2.416601667
6/26/14,2D,8:50,TRUE,1831,10792,WS-AA,AHY,F,1,1.877463,FALSE,2,None,Late,2014,1,3.5,2.416601667
6/26/14,2D,9:00,FALSE,1831,10459,DD-SY,AHY,M,0.5,1.848041,FALSE,2,None,Late,2014,1,3.5,2.416601667
6/26/14,C3C,11:20,FALSE,1831,10864,KA-DS,AHY,F,2,1.520328,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/1/14,C3SB,10:15,TRUE,1831,10284,SG-WR,AHY,M,1.5,0.875163,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SB,7:25,FALSE,1831,10826,PY-WS,AHY,M,1,0.920028,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SB,7:30,FALSE,1831,10827,DA-SY,AHY,F,1.5,1.041804,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SB,8:25,FALSE,1831,10828,KY-DS,AHY,M,0.5,0.907209,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SB,9:08,FALSE,1831,10829,KD-DS,AHY,F,2,0.554698,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SB,10:00,FALSE,1831,10830,RA-WS,AHY,F,0.5,2.605674,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/1/14,C3SC,5:47,FALSE,1831,10825,YA-SY,AHY,F,1,1.545953,FALSE,3,Cattle,Late,2014,2,2,3.811213667
7/1/14,C3SC,5:50,TRUE,1831,10229,DY-DS,AHY,M,0.5,1.285358,FALSE,3,Cattle,Late,2014,2,2,3.811213667
7/2/14,N2B,8:18,FALSE,1831,10831,KP-DS,AHY,F,1.5,1.278134,FALSE,2,Bison,Late,2014,1,2.75,8.781915667
7/2/14,N2B,10:30,TRUE,1831,10450,WK-SK,AHY,F,0,2.647664,FALSE,2,Bison,Late,2014,1,2.75,8.781915667
7/2/14,N2B,7:00,TRUE,1831,10449,SY-AR,AHY,M,1,1.637255,FALSE,2,Bison,Late,2014,1,2.75,8.781915667
7/2/14,N2B,7:03,TRUE,1831,10419,DS-OG,AHY,M,0,1.375157,FALSE,2,Bison,Late,2014,1,2.75,8.781915667
7/3/14,C3C,8:25,FALSE,1831,10833,KW-DS,AHY,F,0.5,1.073851,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/3/14,C3C,6:40,FALSE,1831,10862,OY-WS,AHY,M,0.5,1.125125,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/3/14,C3C,6:43,FALSE,1831,10832,GW-SY,AHY,M,1,0.881149,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/3/14,C3C,7:25,FALSE,1831,10860,RK-WS,AHY,M,0.5,1.490455,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/3/14,C3C,7:15,FALSE,1831,10861,KO-DS,AHY,M,0.5,1.093079,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/3/14,C3SA,6:56,FALSE,1831,10460,NA,HY,U,2,1.2477,FALSE,3,Cattle,Late,2014,0,0.5,8.889589667
7/3/14,C3SA,7:38,FALSE,1831,10461,RW-SR,AHY,M,0,1.850293,FALSE,3,Cattle,Late,2014,0,0.5,8.889589667
7/3/14,C3SB,9:10,FALSE,1831,10462,BA-SW,AHY,F,1,1.114205,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/3/14,C3SB,9:30,TRUE,1831,10437,PG-DS,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/3/14,C3SB,11:24,FALSE,1831,10463,RS-DR,AHY,M,0,1.330223,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/3/14,C3SB,13:00,FALSE,1831,10464,YW-GS,AHY,M,1,1.649428,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/4/14,C3SB,8:58,FALSE,1831,10467,SW-DR,AHY,M,0,1.326828,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/4/14,C3SB,7:03,FALSE,1831,10465,WO-BS,AHY,M,0,1.477637,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/4/14,C3SB,9:10,FALSE,1831,10468,SG-GG,AHY,M,0,1.010314,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/4/14,C3SB,9:25,FALSE,1831,10469,YS-PR,AHY,M,1,1.708372,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/4/14,C3SB,8:00,FALSE,1831,10466,SG-AW,AHY,F,0,1.003503,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/8/14,C3A,6:10,FALSE,1831,10844,OA-WS,AHY,F,1,1.631168,FALSE,3,Cattle,Late,2014,1,2.5,7.190787333
7/8/14,C3SA,9:15,FALSE,1831,10492,DW-GS,AHY,M,0,1.223352,FALSE,3,Cattle,Late,2014,0,0.5,8.889589667
7/8/14,C3SA,6:30,FALSE,1831,10470,OS-KR,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,0,0.5,8.889589667
7/8/14,C3SB,7:25,TRUE,1831,10543,PW-RS,ASY,M,0,1.221265,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/8/14,C3SB,8:00,FALSE,1831,10472,GR-SP,AHY,M,0,1.073851,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/8/14,C3SB,8:25,TRUE,1831,10830,RA-WS,AHY,F,-9,0.881572,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/8/14,C3SB,9:48,FALSE,1831,10845,BW-SY,AHY,M,0.5,1.253311,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/8/14,C3SB,8:00,FALSE,1831,10471,GS-YK,AHY,M,1,1.156398,FALSE,3,Cattle,Late,2014,1,7.5,6.109564667
7/9/14,C3C,9:55,FALSE,1831,10478,DS-YD,AHY,M,0,1.629608,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,10:30,FALSE,1831,10479,NA,HY,U,3,1.068327,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,11:45,FALSE,1831,10480,PP-SW,AHY,M,0,3.21223,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,8:40,FALSE,1831,10477,NA,HY,U,2,-999,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,8:35,FALSE,1831,10476,YS-WG,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,9:00,TRUE,1831,10295,GS-KK,AHY,M,0,1.425707,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,6:20,FALSE,1831,10473,BP-SP,AHY,M,0,-999,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,6:45,FALSE,1831,10474,NA,HY,U,0,0.990718,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/9/14,C3C,6:55,FALSE,1831,10475,OO-SO,AHY,M,0,1.514064,FALSE,3,Cattle,Late,2014,2,3.75,4.890712333
7/10/14,BFE,7:00,TRUE,1831,10259,PY-YS,AHY,M,0.5,0.97988,FALSE,-999,Cattle,Late,2014,NA,NA,NA
7/12/14,C3B,9:55,FALSE,1831,10482,WK-SP,AHY,M,2,1.571314,FALSE,3,Cattle,Late,2014,0,1,6.097022333
7/12/14,C3B,9:12,FALSE,1831,10481,OS-OG,AHY,M,1,1.173078,FALSE,3,Cattle,Late,2014,0,1,6.097022333
